image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0039_436262.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0040_436541_watermark.jpg,not_plagiarized,watermark,negative,0.510869,0.476213,0.479678,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0040_436541.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0040_436541_watermark.jpg,plagiarized,watermark,positive,0.781400,0.777562,0.777946,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0040_436541.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0041_436572_watermark.jpg,not_plagiarized,watermark,negative,0.509564,0.452792,0.458469,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0041_436572.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0041_436572_watermark.jpg,plagiarized,watermark,positive,0.820353,0.899469,0.891558,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0041_436572.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0042_436576_watermark.jpg,not_plagiarized,watermark,negative,0.738135,0.517771,0.539808,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0042_436576.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0042_436576_watermark.jpg,plagiarized,watermark,positive,0.843653,0.875069,0.871927,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0042_436576.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0043_436580_watermark.jpg,not_plagiarized,watermark,negative,0.657144,0.458460,0.478329,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0043_436580.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0043_436580_watermark.jpg,plagiarized,watermark,positive,0.762443,0.779558,0.777846,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0043_436580.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0044_436906_watermark.jpg,not_plagiarized,watermark,negative,0.626487,0.447065,0.465007,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0044_436906.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0044_436906_watermark.jpg,plagiarized,watermark,positive,0.790362,0.877047,0.868379,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0044_436906.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0045_446568_watermark.jpg,not_plagiarized,watermark,negative,0.516317,0.237836,0.265684,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0045_446568.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0045_446568_watermark.jpg,plagiarized,watermark,positive,0.866547,0.903112,0.899455,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0045_446568.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0046_448461_watermark.jpg,not_plagiarized,watermark,negative,0.734578,0.682119,0.687365,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0046_448461.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0046_448461_watermark.jpg,plagiarized,watermark,positive,0.861777,0.931514,0.924540,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0046_448461.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0047_448463_watermark.jpg,not_plagiarized,watermark,negative,0.770379,0.790935,0.788879,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0047_448463.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0047_448463_watermark.jpg,plagiarized,watermark,positive,0.715134,0.915831,0.895761,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0047_448463.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0048_449863_watermark.jpg,not_plagiarized,watermark,negative,0.525592,0.335919,0.354886,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0048_449863.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0048_449863_watermark.jpg,plagiarized,watermark,positive,0.799667,0.647886,0.663064,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0048_449863.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0049_451023_watermark.jpg,not_plagiarized,watermark,negative,0.556843,0.427309,0.440262,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0049_451023.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0049_451023_watermark.jpg,plagiarized,watermark,positive,0.785082,0.958291,0.940971,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0049_451023.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0050_451259_watermark.jpg,not_plagiarized,watermark,negative,0.564427,0.684422,0.672422,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0050_451259.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0050_451259_watermark.jpg,plagiarized,watermark,positive,0.839525,0.917073,0.909318,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0050_451259.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0051_451260_watermark.jpg,not_plagiarized,watermark,negative,0.709132,0.696917,0.698139,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0051_451260.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0051_451260_watermark.jpg,plagiarized,watermark,positive,0.834083,0.838331,0.837906,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0051_451260.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0052_451268_watermark.jpg,not_plagiarized,watermark,negative,0.629308,0.598464,0.601548,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0052_451268.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0052_451268_watermark.jpg,plagiarized,watermark,positive,0.743651,0.900721,0.885014,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0052_451268.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0053_451725_watermark.jpg,not_plagiarized,watermark,negative,0.686581,0.503346,0.521669,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0053_451725.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0053_451725_watermark.jpg,plagiarized,watermark,positive,0.805367,0.871603,0.864979,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0053_451725.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0054_452668_watermark.jpg,not_plagiarized,watermark,negative,0.696485,0.545455,0.560558,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0054_452668.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0054_452668_watermark.jpg,plagiarized,watermark,positive,0.802296,0.916467,0.905050,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0054_452668.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0055_452948_watermark.jpg,not_plagiarized,watermark,negative,0.532280,0.229573,0.259844,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0055_452948.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0055_452948_watermark.jpg,plagiarized,watermark,positive,0.669566,0.816960,0.802220,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0055_452948.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0056_453183_watermark.jpg,not_plagiarized,watermark,negative,0.496382,0.158215,0.192032,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0056_453183.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0056_453183_watermark.jpg,plagiarized,watermark,positive,0.837355,0.933438,0.923829,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0056_453183.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0057_453250_watermark.jpg,not_plagiarized,watermark,negative,0.416502,0.422789,0.422160,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0057_453250.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0057_453250_watermark.jpg,plagiarized,watermark,positive,0.603137,0.677030,0.669641,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0057_453250.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0058_453336_watermark.jpg,not_plagiarized,watermark,negative,0.543960,0.531429,0.532682,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0058_453336.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0058_453336_watermark.jpg,plagiarized,watermark,positive,0.705791,0.802145,0.792509,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0058_453336.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0059_453351_watermark.jpg,not_plagiarized,watermark,negative,0.641750,0.533550,0.544370,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0059_453351.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0059_453351_watermark.jpg,plagiarized,watermark,positive,0.880616,0.945782,0.939265,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0059_453351.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0060_454624_watermark.jpg,not_plagiarized,watermark,negative,0.655279,0.561214,0.570620,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0060_454624.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0060_454624_watermark.jpg,plagiarized,watermark,positive,0.801697,0.727120,0.734578,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0060_454624.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0061_456949_watermark.jpg,not_plagiarized,watermark,negative,0.397382,0.226842,0.243896,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0061_456949.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0061_456949_watermark.jpg,plagiarized,watermark,positive,0.676000,0.798376,0.786138,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0061_456949.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0062_466105_watermark.jpg,not_plagiarized,watermark,negative,0.546717,0.241365,0.271900,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0062_466105.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0062_466105_watermark.jpg,plagiarized,watermark,positive,0.819304,0.849136,0.846153,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0062_466105.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0063_472310_watermark.jpg,not_plagiarized,watermark,negative,0.610960,0.241821,0.278735,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0063_472310.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0063_472310_watermark.jpg,plagiarized,watermark,positive,0.843990,0.772230,0.779406,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0063_472310.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0064_544502_watermark.jpg,not_plagiarized,watermark,negative,0.607731,0.119764,0.168560,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0064_544502.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0064_544502_watermark.jpg,plagiarized,watermark,positive,0.738525,0.973746,0.950224,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0064_544502.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0065_547758_watermark.jpg,not_plagiarized,watermark,negative,0.575678,0.131686,0.176085,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0065_547758.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0065_547758_watermark.jpg,plagiarized,watermark,positive,0.912711,0.846346,0.852983,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0065_547758.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0066_556954_watermark.jpg,not_plagiarized,watermark,negative,0.685636,0.284296,0.324430,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0066_556954.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0066_556954_watermark.jpg,plagiarized,watermark,positive,0.903679,0.698632,0.719137,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0066_556954.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0067_691053_watermark.jpg,not_plagiarized,watermark,negative,0.490914,0.191008,0.220998,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0067_691053.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0067_691053_watermark.jpg,plagiarized,watermark,positive,0.770006,0.746727,0.749055,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0067_691053.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0068_910555_watermark.jpg,not_plagiarized,watermark,negative,0.500052,0.423004,0.430709,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0068_910555.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0068_910555_watermark.jpg,plagiarized,watermark,positive,0.672377,0.710561,0.706743,not_plagiarized,False
